family,operation_identity,operation_name,method,path,version,hierarchy_ids,scopes,plan_state,lifecycle_class,official_url,observed_on,evidence_state
Setup,setup-custom_domain-validate_custom_domain,Validate Custom Domain,GET,/api/v3/portal/[PORTALID]/custom-domain/validate,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-custom_domain-validate_custom_domain,2026-09-01,verified
Setup,setup-custom_domain-get_custom_domain,Get Custom Domain,GET,/api/v3/portal/[PORTALID]/custom-domain,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-custom_domain-get_custom_domain,2026-09-01,verified
Setup,setup-custom_domain-add_custom_domain,Add Custom Domain,POST,/api/v3/portal/[PORTALID]/custom-domain,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-custom_domain-add_custom_domain,2026-09-01,verified
Setup,setup-custom_domain-update_custom_domain_status,Update Custom Domain Status,PUT,/api/v3/portal/[PORTALID]/custom-domain/status,v3,[PORTALID],ZohoProjects.portals.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-custom_domain-update_custom_domain_status,2026-09-01,verified
Setup,setup-custom_domain-delete_custom_domain,Delete Custom Domain,DELETE,/api/v3/portal/[PORTALID]/custom-domain,v3,[PORTALID],ZohoProjects.portals.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-custom_domain-delete_custom_domain,2026-09-01,verified
Automation,automation-blueprints-get_blueprints,Get Blueprints,GET,/api/v3/portal/[PORTALID]/automation/blueprints,v3,[PORTALID],ZohoProjects.tasks.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#automation-blueprints-get_blueprints,2026-09-01,verified
Automation,automation-blueprints-get_next_available_transitions,Get Next Available Transitions,GET,/api/v3/portal/[PORTALID]/automation/blueprint/next-transitions,v3,[PORTALID],ZohoProjects.tasks.READ,TBD,blueprint-or-status-transition,https://projects.zoho.com/api-docs#automation-blueprints-get_next_available_transitions,2026-09-01,verified
Automation,automation-blueprints-get_during_transition_data,Get During Transition Data,GET,/api/v3/portal/[PORTALID]/automation/blueprint/[BLUEPRINTID]/transition/[TRANSITIONID]/during-actions,v3,[PORTALID]; [BLUEPRINTID]; [TRANSITIONID],ZohoProjects.tasks.READ,TBD,blueprint-or-status-transition,https://projects.zoho.com/api-docs#automation-blueprints-get_during_transition_data,2026-09-01,verified
Automation,automation-blueprints-execute_blueprint_transition,Execute Blueprint Transition,POST,/api/v3/portal/[PORTALID]/automation/blueprint/[BLUEPRINTID]/transition/[TRANSITIONID]/execute,v3,[PORTALID]; [BLUEPRINTID]; [TRANSITIONID],ZohoProjects.tasks.READ,TBD,blueprint-or-status-transition,https://projects.zoho.com/api-docs#automation-blueprints-execute_blueprint_transition,2026-09-01,verified
Automation,automation-custom_functions-execute_a_custom_function,Execute a Custom Function,POST,/api/v3/portal/[PORTALID]/automation/customfunction/[CUSTOMFUNCTIONID]/execute,v3,[PORTALID]; [CUSTOMFUNCTIONID],ZohoProjects.custom_functions.custom,TBD,custom-function-execution,https://projects.zoho.com/api-docs#automation-custom_functions-execute_a_custom_function,2026-09-01,verified
Bulk Read,bulk_read-get_bulk_read_fields,Get Bulk Read Fields,GET,/api/v3/portal/[PORTALID]/bulk/export/fields,v3,[PORTALID],ZohoProjects.bulk.READ,TBD,asynchronous-bulk-job,https://projects.zoho.com/api-docs#bulk_read-get_bulk_read_fields,2026-09-01,verified
Bulk Read,bulk_read-create_bulk_read_job,Create Bulk Read Job,POST,/api/v3/portal/[PORTALID]/bulk/export,v3,[PORTALID],ZohoProjects.bulk.READ,TBD,asynchronous-bulk-job,https://projects.zoho.com/api-docs#bulk_read-create_bulk_read_job,2026-09-01,verified
