family,operation_identity,operation_name,method,path,version,hierarchy_ids,scopes,plan_state,lifecycle_class,official_url,observed_on,evidence_state
Clients And Customers,clients_and_customers-project_customers-get_project_customer,Get Project Customer,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/clients,v3,[PORTALID]; [PROJECTID],ZohoProjects.clients.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-get_project_customer,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-get_project_users_by_customer,Get Project Users by Customer,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/clients/users,v3,[PORTALID]; [PROJECTID],ZohoProjects.clients.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-get_project_users_by_customer,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-get_crm_accounts_of_a_project,Get CRM Accounts of a Project,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/crm/accounts,v3,[PORTALID]; [PROJECTID],ZohoProjects.clients.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-get_crm_accounts_of_a_project,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-get_crm_deals_associated_with_a_project,Get CRM Deals Associated with a Project,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/crm/deals,v3,[PORTALID]; [PROJECTID],ZohoProjects.clients.READ,TBD,associate,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-get_crm_deals_associated_with_a_project,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-get_crm_contacts_of_a_project,Get CRM Contacts of a Project,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/crm/contacts,v3,[PORTALID]; [PROJECTID],ZohoProjects.clients.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-get_crm_contacts_of_a_project,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-add_customers,Add Customers,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/clients,v3,[PORTALID]; [PROJECTID],ZohoProjects.clients.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-add_customers,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-associate_customers_to_project,Associate Customers to Project,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/associate-client,v3,[PORTALID]; [PROJECTID],ZohoProjects.clients.CREATE,TBD,associate,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-associate_customers_to_project,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-update_primary_customer,Update Primary Customer,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/primary-client/[PRIMARY-CLIENTID],v3,[PORTALID]; [PROJECTID]; [PRIMARY-CLIENTID],ZohoProjects.clients.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-update_primary_customer,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-delete_client_user_from_project,Delete Client User From Project,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/clients/users/[ZPUID | EMAILID],v3,[PORTALID]; [PROJECTID]; [ZPUID | EMAILID],ZohoProjects.clients.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-delete_client_user_from_project,2026-09-01,verified
Clients And Customers,clients_and_customers-project_customers-delete_customer_from_project,Delete Customer From Project,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/clients/[CLIENTID],v3,[PORTALID]; [PROJECTID]; [CLIENTID],ZohoProjects.clients.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#clients_and_customers-project_customers-delete_customer_from_project,2026-09-01,verified
Contacts,contacts-get_all_portal_contacts_by_customer,Get All Portal Contacts by customer,GET,/api/v3/portal/[PORTALID]/client/[CLIENTID]/contacts,v3,[PORTALID]; [CLIENTID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-get_all_portal_contacts_by_customer,2026-09-01,verified
Contacts,contacts-get_contact_details,Get Contact Details,GET,/api/v3/portal/[PORTALID]/contacts/[CONTACTID],v3,[PORTALID]; [CONTACTID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-get_contact_details,2026-09-01,verified
Contacts,contacts-create_new_contacts,Create New Contacts,POST,/api/v3/portal/[PORTALID]/contacts,v3,[PORTALID],ZohoProjects.users.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-create_new_contacts,2026-09-01,verified
Contacts,contacts-convert_contact_to_client_user,Convert Contact to Client User,POST,/api/v3/portal/[PORTALID]/contacts/[CONTACTID],v3,[PORTALID]; [CONTACTID],ZohoProjects.users.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-convert_contact_to_client_user,2026-09-01,verified
Contacts,contacts-update_contact,Update Contact,PATCH,/api/v3/portal/[PORTALID]/contacts/[CONTACTID],v3,[PORTALID]; [CONTACTID],ZohoProjects.users.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-update_contact,2026-09-01,verified
Contacts,contacts-delete_contact,Delete Contact,DELETE,/api/v3/portal/[PORTALID]/contacts/[CONTACTID],v3,[PORTALID]; [CONTACTID],ZohoProjects.users.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-delete_contact,2026-09-01,verified
Contacts,contacts-project_contacts-get_customer_contacts_by_project,Get Customer Contacts by Project,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/client/[CLIENTID]/contacts,v3,[PORTALID]; [PROJECTID]; [CLIENTID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-project_contacts-get_customer_contacts_by_project,2026-09-01,verified
Contacts,contacts-project_contacts-associate_existing_contacts,Associate Existing Contacts,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/contacts,v3,[PORTALID]; [PROJECTID],ZohoProjects.users.CREATE,TBD,associate,https://projects.zoho.com/api-docs#contacts-project_contacts-associate_existing_contacts,2026-09-01,verified
Contacts,contacts-project_contacts-disassociate_contact,Disassociate Contact,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/contacts/[CONTACTID],v3,[PORTALID]; [PROJECTID]; [CONTACTID],ZohoProjects.users.DELETE,TBD,disassociate,https://projects.zoho.com/api-docs#contacts-project_contacts-disassociate_contact,2026-09-01,verified
Contacts,contacts-project_contacts-delete_multiple_contacts,Delete Multiple Contacts,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/contacts,v3,[PORTALID]; [PROJECTID],ZohoProjects.users.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#contacts-project_contacts-delete_multiple_contacts,2026-09-01,verified
Tags,tags-get_all_tags,Get All Tags,GET,/api/v3/portal/[PORTALID]/tags,v3,[PORTALID],ZohoProjects.tags.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#tags-get_all_tags,2026-09-01,verified
Tags,tags-create_new_tags,Create New Tags,POST,/api/v3/portal/[PORTALID]/tags,v3,[PORTALID],ZohoProjects.tags.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#tags-create_new_tags,2026-09-01,verified
Tags,tags-update_tag,Update Tag,PATCH,/api/v3/portal/[PORTALID]/tags/[TAGID],v3,[PORTALID]; [TAGID],ZohoProjects.tags.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#tags-update_tag,2026-09-01,verified
Tags,tags-delete_tag,Delete Tag,DELETE,/api/v3/portal/[PORTALID]/tags/[TAGID],v3,[PORTALID]; [TAGID],ZohoProjects.tags.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#tags-delete_tag,2026-09-01,verified
Tags,tags-project_tags-get_project_tags,Get Project Tags,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/tags,v3,[PORTALID]; [PROJECTID],ZohoProjects.tags.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#tags-project_tags-get_project_tags,2026-09-01,verified
Tags,tags-project_tags-associate_tags_to_entity,Associate Tags to Entity,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/tags/associate,v3,[PORTALID]; [PROJECTID],ZohoProjects.tags.UPDATE,TBD,associate,https://projects.zoho.com/api-docs#tags-project_tags-associate_tags_to_entity,2026-09-01,verified
Tags,tags-project_tags-disassociate_tags_from_entity,Disassociate Tags from Entity,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/tags/dissociate,v3,[PORTALID]; [PROJECTID],ZohoProjects.tags.UPDATE,TBD,disassociate,https://projects.zoho.com/api-docs#tags-project_tags-disassociate_tags_from_entity,2026-09-01,verified
Documents,documents-get_project_team_folder_folder_details,Get Project Team Folder/Folder Details,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents,v3,[PORTALID]; [PROJECTID],"ZohoProjects.documents.READ, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-get_project_team_folder_folder_details,2026-09-01,verified
Documents,documents-team_folder-get_project_team_folder_details,Get Project Team Folder Details,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/teamfolder/[TEAMFOLDERID],v3,[PORTALID]; [PROJECTID]; [TEAMFOLDERID],"ZohoProjects.documents.READ, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-team_folder-get_project_team_folder_details,2026-09-01,verified
Documents,documents-team_folder-create_project_team_folder,Create Project Team Folder,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/teamfolder,v3,[PORTALID]; [PROJECTID],"ZohoProjects.documents.CREATE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-team_folder-create_project_team_folder,2026-09-01,verified
Documents,documents-team_folder-update_project_team_folder_details,Update Project Team Folder Details,PUT,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/teamfolder/[TEAMFOLDERID],v3,[PORTALID]; [PROJECTID]; [TEAMFOLDERID],"ZohoProjects.documents.UPDATE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-team_folder-update_project_team_folder_details,2026-09-01,verified
Documents,documents-team_folder-delete_a_team_folder,Delete a Team Folder,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/teamfolder/[TEAMFOLDERID],v3,[PORTALID]; [PROJECTID]; [TEAMFOLDERID],"ZohoProjects.documents.DELETE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-team_folder-delete_a_team_folder,2026-09-01,verified
Documents,documents-team_folder-associate_team_folder_s_to_the_project,Associate Team Folder(s) to the Project,PUT,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/teamfolder/associate,v3,[PORTALID]; [PROJECTID],"ZohoProjects.documents.UPDATE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,associate,https://projects.zoho.com/api-docs#documents-team_folder-associate_team_folder_s_to_the_project,2026-09-01,verified
Documents,documents-team_folder-disassociate_team_folder,Disassociate Team Folder,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/teamfolder/[TEAMFOLDERID]/disassociate,v3,[PORTALID]; [PROJECTID]; [TEAMFOLDERID],"ZohoProjects.documents.DELETE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,disassociate,https://projects.zoho.com/api-docs#documents-team_folder-disassociate_team_folder,2026-09-01,verified
Documents,documents-folder-create_project_folder_s,Create Project Folder(s),POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/folders,v3,[PORTALID]; [PROJECTID],"ZohoProjects.documents.CREATE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-folder-create_project_folder_s,2026-09-01,verified
Documents,documents-folder-associate_folder_s_to_the_project,Associate Folder(s) to the Project,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/folders/associate,v3,[PORTALID]; [PROJECTID],"ZohoProjects.documents.UPDATE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,associate,https://projects.zoho.com/api-docs#documents-folder-associate_folder_s_to_the_project,2026-09-01,verified
Documents,documents-folder-get_project_folder_details,Get Project Folder Details,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/folders/[FOLDERID],v3,[PORTALID]; [PROJECTID]; [FOLDERID],"ZohoProjects.documents.READ, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-folder-get_project_folder_details,2026-09-01,verified
Documents,documents-folder-update_project_folder_details,Update Project Folder Details,PATCH,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/folders/[FOLDERID],v3,[PORTALID]; [PROJECTID]; [FOLDERID],"ZohoProjects.documents.UPDATE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#documents-folder-update_project_folder_details,2026-09-01,verified
Documents,documents-folder-disassociate_folder_s,Disassociate Folder(s),DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/documents/folders/[FOLDERID]/disassociate,v3,[PORTALID]; [PROJECTID]; [FOLDERID],"ZohoProjects.documents.DELETE, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,disassociate,https://projects.zoho.com/api-docs#documents-folder-disassociate_folder_s,2026-09-01,verified
Attachments,attachments-get_project_attachments,Get Project Attachments,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/attachments,v3,[PORTALID]; [PROJECTID],"ZohoProjects.portals.READ, WorkDrive.workspace.ALL,Workdrive.team.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#attachments-get_project_attachments,2026-09-01,verified
Attachments,attachments-get_attachment_details,Get Attachment Details,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/attachments/[ATTACHMENTID],v3,[PORTALID]; [PROJECTID]; [ATTACHMENTID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#attachments-get_attachment_details,2026-09-01,verified
Attachments,attachments-upload_global_attachments,Upload Global Attachments,POST,/api/v3/portal/[PORTALID]/attachments,v3,[PORTALID],"ZohoProjects.portals.CREATE, WorkDrive.workspace.ALL,WorkDrive.files.ALL",TBD,not-lifecycle,https://projects.zoho.com/api-docs#attachments-upload_global_attachments,2026-09-01,verified
Attachments,attachments-associate_attachment,Associate Attachment,POST,/api/v3/portal/[PORTALID]/entity-attachments,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,associate,https://projects.zoho.com/api-docs#attachments-associate_attachment,2026-09-01,verified
Attachments,attachments-disassociate_attachment,Disassociate Attachment,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/attachments/[ATTACHMENTID],v3,[PORTALID]; [PROJECTID]; [ATTACHMENTID],"ZohoProjects.portals.DELETE, WorkDrive.workspace.ALL,WorkDrive.files.ALL",TBD,disassociate,https://projects.zoho.com/api-docs#attachments-disassociate_attachment,2026-09-01,verified
Attachments,attachments-attach_files,Attach Files,POST,/api/v3/portal/[PORTALID]/associate-attachments,v3,[PORTALID],"ZohoProjects.portals.CREATE, WorkDrive.workspace.ALL,WorkDrive.files.ALL",TBD,associate,https://projects.zoho.com/api-docs#attachments-attach_files,2026-09-01,verified
Reports,reports-get_workload_report_meta_details,Get Workload Report Meta Details,GET,/api/v3/portal/[PORTALID]/reports/workload/meta,v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#reports-get_workload_report_meta_details,2026-09-01,verified
Reports,reports-get_workload_report_details,Get Workload Report Details,GET,/api/v3/portal/[PORTALID]/reports/workload,v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#reports-get_workload_report_details,2026-09-01,verified
Reports,reports-get_allocated_work_details,Get Allocated Work Details,GET,/api/v3/portal/[PORTALID]/reports/workload/owner/[OWNERID]/details,v3,[PORTALID]; [OWNERID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#reports-get_allocated_work_details,2026-09-01,verified
Integrations,integrations-module_integration-get_integration_details,Get Integration Details,GET,/api/v3/portal/[PORTALID]/entity/integrations,v3,[PORTALID],ZohoProjects.integrations.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#integrations-module_integration-get_integration_details,2026-09-01,verified
Leaves,leaves-get_all_leaves,Get All Leaves,GET,/api/v3/portal/[PORTALID]/leave,v3,[PORTALID],ZohoProjects.leave.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#leaves-get_all_leaves,2026-09-01,verified
Leaves,leaves-get_leave_details,Get Leave Details,GET,/api/v3/portal/[PORTALID]/leave/[LEAVEID],v3,[PORTALID]; [LEAVEID],ZohoProjects.leave.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#leaves-get_leave_details,2026-09-01,verified
Leaves,leaves-add_leaves,Add Leaves,POST,/api/v3/portal/[PORTALID]/leave,v3,[PORTALID],ZohoProjects.leave.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#leaves-add_leaves,2026-09-01,verified
Leaves,leaves-update_leave,Update Leave,PATCH,/api/v3/portal/[PORTALID]/leave/[LEAVEID],v3,[PORTALID]; [LEAVEID],ZohoProjects.leave.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#leaves-update_leave,2026-09-01,verified
Leaves,leaves-delete_leave,Delete Leave,DELETE,/api/v3/portal/[PORTALID]/leave/[LEAVEID],v3,[PORTALID]; [LEAVEID],ZohoProjects.leave.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#leaves-delete_leave,2026-09-01,verified
Search,search-get_search_results,Get Search Results,GET,/api/v3/portal/[PORTALID]/search,v3,[PORTALID],"ZohoProjects.portals.READ, ZohoSearch.securesearch.READ",TBD,not-lifecycle,https://projects.zoho.com/api-docs#search-get_search_results,2026-09-01,verified
Search,search-get_search_results_in_a_project,Get Search Results in a Project,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/search,v3,[PORTALID]; [PROJECTID],"ZohoProjects.portals.READ, ZohoSearch.securesearch.READ",TBD,not-lifecycle,https://projects.zoho.com/api-docs#search-get_search_results_in_a_project,2026-09-01,verified
Feed,feed-feed_status-project_status,Project Status,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/status,v3,[PORTALID]; [PROJECTID],ZohoProjects.status.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#feed-feed_status-project_status,2026-09-01,verified
Feed,feed-feed_status-post_project_status,Post Project Status,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/status,v3,[PORTALID]; [PROJECTID],ZohoProjects.status.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#feed-feed_status-post_project_status,2026-09-01,verified
Setup,setup-update_project_settings,Update Project Settings,PATCH,/api/v3/portal/[PORTALID]/settings/projects,v3,[PORTALID],ZohoProjects.portals.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-update_project_settings,2026-09-01,verified
Setup,setup-budget-get_budget_settings,Get Budget Settings,GET,/api/v3/portal/[PORTALID]/settings/budget,v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-budget-get_budget_settings,2026-09-01,verified
Setup,setup-budget-update_budget_settings,Update Budget Settings,POST,/api/v3/portal/[PORTALID]/settings/budget,v3,[PORTALID],ZohoProjects.portals.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-budget-update_budget_settings,2026-09-01,verified
Setup,setup-budget-get_currency_settings,Get Currency Settings,GET,/api/v3/portal/[PORTALID]/settings/currency,v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-budget-get_currency_settings,2026-09-01,verified
Setup,setup-budget-add_currency,Add Currency,POST,/api/v3/portal/[PORTALID]/currency,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-budget-add_currency,2026-09-01,verified
Setup,setup-budget-get_update_currency_form,Get Update Currency Form,GET,/api/v3/portal/[PORTALID]/currencyform/[CURRENCYFORMID],v3,[PORTALID]; [CURRENCYFORMID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-budget-get_update_currency_form,2026-09-01,verified
Setup,setup-budget-update_currency,Update Currency,PATCH,/api/v3/portal/[PORTALID]/currency/[CURRENCYID],v3,[PORTALID]; [CURRENCYID],ZohoProjects.portals.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-budget-update_currency,2026-09-01,verified
Setup,setup-budget-delete_currency,Delete Currency,DELETE,/api/v3/portal/[PORTALID]/currency/[CURRENCYID],v3,[PORTALID]; [CURRENCYID],ZohoProjects.portals.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-budget-delete_currency,2026-09-01,verified
Setup,setup-marketplace-store_property,Store Property,POST,/api/v3/portal/[PORTALID]/extensions/[EXTENSIONID]/storage,v3,[PORTALID]; [EXTENSIONID],ZohoProjects.extensions.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-marketplace-store_property,2026-09-01,verified
Setup,setup-marketplace-get_property,Get Property,GET,/api/v3/portal/[PORTALID]/extensions/[EXTENSIONID]/storage,v3,[PORTALID]; [EXTENSIONID],ZohoProjects.extensions.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-marketplace-get_property,2026-09-01,verified
Setup,setup-marketplace-update_property,Update Property,PATCH,/api/v3/portal/[PORTALID]/extensions/[EXTENSIONID]/storage,v3,[PORTALID]; [EXTENSIONID],ZohoProjects.extensions.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-marketplace-update_property,2026-09-01,verified
Setup,setup-marketplace-delete_property,Delete Property,DELETE,/api/v3/portal/[PORTALID]/extensions/[EXTENSIONID]/storage,v3,[PORTALID]; [EXTENSIONID],ZohoProjects.extensions.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-marketplace-delete_property,2026-09-01,verified
Setup,setup-marketplace-get_extension_configuration,Get Extension Configuration,GET,/api/v3/portal/[PORTALID]/extensions/[EXTENSIONID]/config,v3,[PORTALID]; [EXTENSIONID],ZohoProjects.extensions.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-marketplace-get_extension_configuration,2026-09-01,verified
Setup,setup-business_hours-get_business_hours,Get Business Hours,GET,/api/v3/portal/[PORTALID]/business-hours,v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-business_hours-get_business_hours,2026-09-01,verified
Setup,setup-business_hours-get_business_hour_details,Get Business Hour Details,GET,/api/v3/portal/[PORTALID]/business-hours/[BUSINESS-HOURID],v3,[PORTALID]; [BUSINESS-HOURID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-business_hours-get_business_hour_details,2026-09-01,verified
Setup,setup-business_hours-get_users_from_business_hours,Get Users from Business Hours,GET,/api/v3/portal/[PORTALID]/business-hours/[BUSINESS-HOURID]/users,v3,[PORTALID]; [BUSINESS-HOURID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-business_hours-get_users_from_business_hours,2026-09-01,verified
Setup,setup-business_hours-create_business_hours,Create Business Hours,POST,/api/v3/portal/[PORTALID]/business-hours,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-business_hours-create_business_hours,2026-09-01,verified
Setup,setup-business_hours-update_business_hours,Update Business Hours,PUT,/api/v3/portal/[PORTALID]/business-hours,v3,[PORTALID],ZohoProjects.portals.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-business_hours-update_business_hours,2026-09-01,verified
Setup,setup-business_hours-associate_or_disassociate_user,Associate or Disassociate User,PATCH,/api/v3/portal/[PORTALID]/business-hours/[BUSINESS-HOURID]/users,v3,[PORTALID]; [BUSINESS-HOURID],ZohoProjects.portals.UPDATE,TBD,associate-or-disassociate,https://projects.zoho.com/api-docs#setup-business_hours-associate_or_disassociate_user,2026-09-01,verified
Setup,setup-business_hours-set_default_business_hours,Set Default Business Hours,PATCH,/api/v3/portal/[PORTALID]/business-hours/[BUSINESS-HOURID]/mark-as-default,v3,[PORTALID]; [BUSINESS-HOURID],ZohoProjects.portals.UPDATE,TBD,default-selection,https://projects.zoho.com/api-docs#setup-business_hours-set_default_business_hours,2026-09-01,verified
Setup,setup-business_hours-delete_business_hours,Delete Business Hours,DELETE,/api/v3/portal/[PORTALID]/business-hours/[BUSINESS-HOURID],v3,[PORTALID]; [BUSINESS-HOURID],ZohoProjects.portals.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-business_hours-delete_business_hours,2026-09-01,verified
Setup,setup-holidays-get_holiday_lists,Get Holiday Lists,GET,/api/v3/portal/[PORTALID]/holiday-list,v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-holidays-get_holiday_lists,2026-09-01,verified
Setup,setup-holidays-get_holiday_list_details,Get Holiday List Details,GET,/api/v3/portal/[PORTALID]/holiday-list/[HOLIDAY-LISTID],v3,[PORTALID]; [HOLIDAY-LISTID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-holidays-get_holiday_list_details,2026-09-01,verified
Setup,setup-holidays-get_associated_business_hours,Get Associated Business Hours,GET,/api/v3/portal/[PORTALID]/holiday-list/[HOLIDAY-LISTID]/associated-business-hours,v3,[PORTALID]; [HOLIDAY-LISTID],ZohoProjects.portals.READ,TBD,associate,https://projects.zoho.com/api-docs#setup-holidays-get_associated_business_hours,2026-09-01,verified
Setup,setup-holidays-get_holidays_for_a_year,Get Holidays for a Year,GET,/api/v3/portal/[PORTALID]/holiday-list/[HOLIDAY-LISTID]/holidays,v3,[PORTALID]; [HOLIDAY-LISTID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-holidays-get_holidays_for_a_year,2026-09-01,verified
Setup,setup-holidays-create_a_holiday_list,Create a Holiday List,POST,/api/v3/portal/[PORTALID]/holiday-list,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-holidays-create_a_holiday_list,2026-09-01,verified
Setup,setup-holidays-update_a_holiday_list,Update a Holiday List,PATCH,/api/v3/portal/[PORTALID]/holiday-list/[HOLIDAY-LISTID],v3,[PORTALID]; [HOLIDAY-LISTID],ZohoProjects.portals.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-holidays-update_a_holiday_list,2026-09-01,verified
Setup,setup-holidays-delete_a_holiday_list,Delete a Holiday List,DELETE,/api/v3/portal/[PORTALID]/holiday-list/[HOLIDAY-LISTID],v3,[PORTALID]; [HOLIDAY-LISTID],ZohoProjects.portals.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#setup-holidays-delete_a_holiday_list,2026-09-01,verified
